file,test_index,true,predicted,confidence,correct
err_000_coral-as-starfish.png,341,coral,starfish,0.9996,False
err_001_crab-as-coral.png,351,crab,coral,0.4674,False
err_002_eel-as-seaCucumber.png,384,eel,seaCucumber,0.545,False
err_003_fish-as-eel.png,944,fish,eel,1.0,False
err_004_fishInGroups-as-fish.png,985,fishInGroups,fish,0.878,False
err_005_flatworm-as-seaSlug.png,1024,flatworm,seaSlug,0.9563,False
err_006_marine_dolphin-as-fishInGroups.png,1063,marine_dolphin,fishInGroups,0.7328,False
err_007_octopus-as-fish.png,1072,octopus,fish,0.8082,False
err_008_rayfish-as-seaSlug.png,1173,rayfish,seaSlug,0.984,False
err_009_seaAnemone-as-fish.png,1199,seaAnemone,fish,0.9954,False
err_010_seaCucumber-as-eel.png,1401,seaCucumber,eel,0.9635,False
err_011_seaSlug-as-flatworm.png,1425,seaSlug,flatworm,0.988,False
err_012_seaUrchin-as-seaAnemone.png,1452,seaUrchin,seaAnemone,0.9873,False
err_013_shark-as-fish.png,1466,shark,fish,0.9274,False
err_014_shrimp-as-crab.png,1480,shrimp,crab,0.9999,False
err_015_starfish-as-seaAnemone.png,1497,starfish,seaAnemone,0.6298,False
err_016_turtle-as-coral.png,1547,turtle,coral,0.8825,False
err_017_coral-as-turtle.png,60,coral,turtle,0.9986,False
err_018_fish-as-eel.png,425,fish,eel,0.9998,False
err_019_fishInGroups-as-fish.png,980,fishInGroups,fish,0.8295,False
zz_ok_020_coral-as-coral.png,319,coral,coral,0.9999,True
zz_ok_021_crab-as-crab.png,348,crab,crab,1.0,True
zz_ok_022_diver-as-diver.png,360,diver,diver,1.0,True
zz_ok_023_eel-as-eel.png,386,eel,eel,0.9999,True
zz_ok_024_fish-as-fish.png,713,fish,fish,1.0,True
zz_ok_025_fishInGroups-as-fishInGroups.png,966,fishInGroups,fishInGroups,1.0,True
zz_ok_026_flatworm-as-flatworm.png,1025,flatworm,flatworm,0.9988,True
zz_ok_027_jellyfish-as-jellyfish.png,1037,jellyfish,jellyfish,1.0,True
zz_ok_028_marine_dolphin-as-marine_dolphin.png,1070,marine_dolphin,marine_dolphin,0.9986,True
zz_ok_029_octopus-as-octopus.png,1077,octopus,octopus,1.0,True
zz_ok_030_rayfish-as-rayfish.png,1157,rayfish,rayfish,1.0,True
zz_ok_031_seaAnemone-as-seaAnemone.png,1211,seaAnemone,seaAnemone,1.0,True
zz_ok_032_seaCucumber-as-seaCucumber.png,1398,seaCucumber,seaCucumber,1.0,True
zz_ok_033_seaSlug-as-seaSlug.png,1412,seaSlug,seaSlug,1.0,True
zz_ok_034_seaUrchin-as-seaUrchin.png,1451,seaUrchin,seaUrchin,1.0,True
zz_ok_035_shark-as-shark.png,1467,shark,shark,1.0,True
zz_ok_036_shrimp-as-shrimp.png,1484,shrimp,shrimp,1.0,True
zz_ok_037_squid-as-squid.png,1486,squid,squid,1.0,True
zz_ok_038_starfish-as-starfish.png,1515,starfish,starfish,1.0,True
zz_ok_039_turtle-as-turtle.png,1565,turtle,turtle,1.0,True
